Entry_ID,Source_Organism,Accession_Code
5FFO,Homo sapiens,"('P18564', 'P01137')"
5FLC,Homo sapiens,"('P12993', 'Q9BVC4')"
5FLC,Homo sapiens,"('P12993', 'P42345')"
5FLC,Homo sapiens,"('Q9BVC4', 'P42345')"
5FQD,Homo sapiens,"('Q16531', 'Q96SW2')"
5FQD,Homo sapiens,"('Q16531', 'P48729')"
5FQD,Homo sapiens,"('Q96SW2', 'P48729')"
5FU6,Homo sapiens,"('A5YKK6', 'Q9NZN8')"
5FU6,Homo sapiens,"('A5YKK6', 'O75175')"
5FU6,Homo sapiens,"('Q9NZN8', 'O75175')"
5FU7,Homo sapiens,"('A5YKK6', 'Q9NZN8')"
5FU7,Homo sapiens,"('A5YKK6', 'O75175')"
5FU7,Homo sapiens,"('Q9NZN8', 'O75175')"
5FUG,Homo sapiens,"('P0C0S5', 'P06899')"
5FUG,Homo sapiens,"('P0C0S5', 'Q15906')"
5FUG,Homo sapiens,"('P06899', 'Q15906')"
5FWK,Homo sapiens,"('P08238', 'Q16543')"
5FWK,Homo sapiens,"('P08238', 'P11802')"
5FWK,Homo sapiens,"('Q16543', 'P11802')"
5FWL,Homo sapiens,"('P08238', 'Q16543')"
5FWL,Homo sapiens,"('P08238', 'P11802')"
5FWL,Homo sapiens,"('Q16543', 'P11802')"
5FWM,Homo sapiens,"('P08238', 'Q16543')"
5FWM,Homo sapiens,"('P08238', 'P11802')"
5FWM,Homo sapiens,"('Q16543', 'P11802')"
5FWP,Homo sapiens,"('P08238', 'Q16543')"
5FWP,Homo sapiens,"('P08238', 'P11802')"
5FWP,Homo sapiens,"('Q16543', 'P11802')"
5FWW,Homo sapiens,"('O75581', 'Q96MU8')"
5FWW,Homo sapiens,"('O75581', 'O94907')"
5FWW,Homo sapiens,"('Q96MU8', 'O94907')"
5H64,Homo sapiens,"('P42345', 'Q8N122')"
5H64,Homo sapiens,"('P42345', 'Q9BVC4')"
5H64,Homo sapiens,"('Q8N122', 'Q9BVC4')"
5H6Q,Homo sapiens,"('O60341', 'Q9UKL0')"
5H6Q,Homo sapiens,"('O60341', 'P68431')"
5H6Q,Homo sapiens,"('Q9UKL0', 'P68431')"
5H6R,Homo sapiens,"('O60341', 'Q9UKL0')"
5H6R,Homo sapiens,"('O60341', 'P68431')"
5H6R,Homo sapiens,"('Q9UKL0', 'P68431')"
5H7S,Homo sapiens,"('P0CG47', 'Q8TBB1')"
5H7S,Homo sapiens,"('P0CG47', 'P61088')"
5H7S,Homo sapiens,"('Q8TBB1', 'P61088')"
5HE1,Homo sapiens,"('P25098', 'P62873')"
5HE1,Homo sapiens,"('P25098', 'P59768')"
5HE1,Homo sapiens,"('P62873', 'P59768')"
5HPT,Homo sapiens,"('Q9H0M0', 'P62987')"
5HPT,Homo sapiens,"('Q9H0M0', 'P68036')"
5HPT,Homo sapiens,"('P62987', 'P68036')"
5HQ0,Homo sapiens,"('P06493', 'P14635')"
5HQ0,Homo sapiens,"('P06493', 'P33552')"
5HQ0,Homo sapiens,"('P14635', 'P33552')"
5HU6,Homo sapiens,"('P69905', 'P68871')"
5HU6,Homo sapiens,"('P69905', 'P00738')"
5HU6,Homo sapiens,"('P68871', 'P00738')"
5HXB,Homo sapiens,"('P15170', 'Q16531')"
5HXB,Homo sapiens,"('P15170', 'Q96SW2')"
5HXB,Homo sapiens,"('Q16531', 'Q96SW2')"
5IB1,Homo sapiens,"('P01889', 'P61769')"
5IB1,Homo sapiens,"('P01889', 'P32241')"
5IB1,Homo sapiens,"('P61769', 'P32241')"
5IB2,Homo sapiens,"('P01889', 'P61769')"
5IB2,Homo sapiens,"('P01889', 'P32241')"
5IB2,Homo sapiens,"('P61769', 'P32241')"
5IB3,Homo sapiens,"('P01889', 'P61769')"
5IB3,Homo sapiens,"('P01889', 'P32241')"
5IB3,Homo sapiens,"('P61769', 'P32241')"
5IB4,Homo sapiens,"('P01889', 'P61769')"
5IB4,Homo sapiens,"('P01889', 'P32241')"
5IB4,Homo sapiens,"('P61769', 'P32241')"
5IB5,Homo sapiens,"('P01889', 'P61769')"
5IB5,Homo sapiens,"('P01889', 'P32241')"
5IB5,Homo sapiens,"('P61769', 'P32241')"
5IBK,Homo sapiens,"('P63208', 'Q969H0')"
5IBK,Homo sapiens,"('P63208', 'P0CG47')"
5IBK,Homo sapiens,"('Q969H0', 'P0CG47')"
5IEH,Homo sapiens,"('P01889', 'P61769')"
5IEH,Homo sapiens,"('P01889', 'Q9NQS7')"
5IEH,Homo sapiens,"('P61769', 'Q9NQS7')"
5IEK,Homo sapiens,"('P01889', 'P61769')"
5IEK,Homo sapiens,"('P01889', 'Q9NQS7')"
5IEK,Homo sapiens,"('P61769', 'Q9NQS7')"
5IJ7,Homo sapiens,"('Q15910, G1KPH4', 'O75530')"
5IJ7,Homo sapiens,"('Q15910, G1KPH4', 'Q15022')"
5IJ7,Homo sapiens,"('O75530', 'Q15022')"
5IJ8,Homo sapiens,"('O75530', 'Q15022')"
5IJ8,Homo sapiens,"('O75530', 'G1KPH4')"
5IJ8,Homo sapiens,"('Q15022', 'G1KPH4')"
5ISO,Homo sapiens,"('P54646', 'Q9Y478')"
5ISO,Homo sapiens,"('P54646', 'P54619')"
5ISO,Homo sapiens,"('Q9Y478', 'P54619')"
5ISZ,Homo sapiens,"('P04439', 'P61769')"
5ISZ,Homo sapiens,"('P04439', 'P03485')"
5ISZ,Homo sapiens,"('P61769', 'P03485')"
5J11,Homo sapiens,"('Q969D9', 'P16871')"
5J11,Homo sapiens,"('Q969D9', 'Q9HC73')"
5J11,Homo sapiens,"('P16871', 'Q9HC73')"
5JHD,Homo sapiens,"('P04439', 'P61769')"
5JHD,Homo sapiens,"('P04439', 'P03485')"
5JHD,Homo sapiens,"('P61769', 'P03485')"
5JI0,Homo sapiens,"('P19793', 'P37231')"
5JI0,Homo sapiens,"('P19793', 'Q15788')"
5JI0,Homo sapiens,"('P37231', 'Q15788')"
5JK7,Homo sapiens,"('Q9Y4B6', 'Q16531')"
5JK7,Homo sapiens,"('Q9Y4B6', 'P13051')"
5JK7,Homo sapiens,"('Q16531', 'P13051')"
5JLZ,Homo sapiens,"('P01903', 'P01911')"
5JLZ,Homo sapiens,"('P01903', 'P06733')"
5JLZ,Homo sapiens,"('P01911', 'P06733')"
5JZI,Homo sapiens,"('P04439', 'P61769')"
5JZI,Homo sapiens,"('P04439', 'P27958')"
5JZI,Homo sapiens,"('P61769', 'P27958')"
5K1C,Homo sapiens,"('O75317', 'Q8TAF3')"
5K1C,Homo sapiens,"('O75317', 'Q8TBZ3')"
5K1C,Homo sapiens,"('Q8TAF3', 'Q8TBZ3')"
5KDM,Homo sapiens,"('P84243', 'P62805')"
5KDM,Homo sapiens,"('P84243', 'Q9UER7')"
5KDM,Homo sapiens,"('P62805', 'Q9UER7')"
5KNM,Homo sapiens,"('P30511', 'P61769')"
5KNM,Homo sapiens,"('P30511', 'Q8NHL6')"
5KNM,Homo sapiens,"('P61769', 'Q8NHL6')"
5KSU,Homo sapiens,"('P01909', 'Q5Y7D3')"
5KSU,Homo sapiens,"('P01909', 'P04233')"
5KSU,Homo sapiens,"('Q5Y7D3', 'P04233')"
5KSV,Homo sapiens,"('P01909', 'Q5Y7D3')"
5KSV,Homo sapiens,"('P01909', 'P04233')"
5KSV,Homo sapiens,"('Q5Y7D3', 'P04233')"
5KYU,Homo sapiens,"('Q15436', 'O94855')"
5KYU,Homo sapiens,"('Q15436', 'Q5JRA6')"
5KYU,Homo sapiens,"('O94855', 'Q5JRA6')"
5KYW,Homo sapiens,"('Q15436', 'O94855')"
5KYW,Homo sapiens,"('Q15436', 'Q5JRA6')"
5KYW,Homo sapiens,"('O94855', 'Q5JRA6')"
5KZ5,Homo sapiens,"('Q9Y697', 'Q16595')"
5KZ5,Homo sapiens,"('Q9Y697', 'Q9H1K1')"
5KZ5,Homo sapiens,"('Q16595', 'Q9H1K1')"
5L1Z,Homo sapiens,"('P50750', 'O60563')"
5L1Z,Homo sapiens,"('P50750', 'Q9UHB7')"
5L1Z,Homo sapiens,"('O60563', 'Q9UHB7')"
5L8W,Homo sapiens,"('O75317', 'Q8TAF3')"
5L8W,Homo sapiens,"('O75317', 'P0CG47')"
5L8W,Homo sapiens,"('Q8TAF3', 'P0CG47')"
5LAX,Homo sapiens,"('P01903', 'P01911')"
5LAX,Homo sapiens,"('P01903', 'P06733')"
5LAX,Homo sapiens,"('P01911', 'P06733')"
5LLI,Homo sapiens,"('Q15370', 'Q15369')"
5LLI,Homo sapiens,"('Q15370', 'P40337')"
5LLI,Homo sapiens,"('Q15369', 'P40337')"
5LQF,Homo sapiens,"('P06493', 'P14635')"
5LQF,Homo sapiens,"('P06493', 'P33552')"
5LQF,Homo sapiens,"('P14635', 'P33552')"
5M5E,Homo sapiens,"('P14784', 'P31785')"
5M5E,Homo sapiens,"('P14784', 'P60568')"
5M5E,Homo sapiens,"('P31785', 'P60568')"
5MEO,Homo sapiens,"('P04439', 'P61769')"
5MEO,Homo sapiens,"('P04439', 'O14746')"
5MEO,Homo sapiens,"('P61769', 'O14746')"
5MEP,Homo sapiens,"('P04439', 'P61769')"
5MEP,Homo sapiens,"('P04439', 'O14746')"
5MEP,Homo sapiens,"('P61769', 'O14746')"
5MEQ,Homo sapiens,"('P04439', 'P61769')"
5MEQ,Homo sapiens,"('P04439', 'O14746')"
5MEQ,Homo sapiens,"('P61769', 'O14746')"
5MER,Homo sapiens,"('P04439', 'P61769')"
5MER,Homo sapiens,"('P04439', 'O14746')"
5MER,Homo sapiens,"('P61769', 'O14746')"
5MZV,Homo sapiens,"('P29460', 'Q9NPF7')"
5MZV,Homo sapiens,"('P29460', 'Q5VWK5')"
5MZV,Homo sapiens,"('Q9NPF7', 'Q5VWK5')"
5N9G,Homo sapiens,"('Q9HAW0', 'P20226')"
5N9G,Homo sapiens,"('Q9HAW0', 'A6H8Y1')"
5N9G,Homo sapiens,"('P20226', 'A6H8Y1')"
5NAN,Homo sapiens,"('Q16552', 'Q96F46')"
5NAN,Homo sapiens,"('Q16552', 'Q96PD4')"
5NAN,Homo sapiens,"('Q96F46', 'Q96PD4')"
5NI9,Homo sapiens,"('P01903', 'P01911')"
5NI9,Homo sapiens,"('P01903', 'P06733')"
5NI9,Homo sapiens,"('P01911', 'P06733')"
5NIG,Homo sapiens,"('P01903', 'P01911')"
5NIG,Homo sapiens,"('P01903', 'P06733')"
5NIG,Homo sapiens,"('P01911', 'P06733')"
5NME,Homo sapiens,"('P04439', 'P61769')"
5NME,Homo sapiens,"('P04439', 'P04591')"
5NME,Homo sapiens,"('P61769', 'P04591')"
5NMF,Homo sapiens,"('P04439', 'P61769')"
5NMF,Homo sapiens,"('P04439', 'P04591')"
5NMF,Homo sapiens,"('P61769', 'P04591')"
5NMG,Homo sapiens,"('P04439', 'P61769')"
5NMG,Homo sapiens,"('P04439', 'P04591')"
5NMG,Homo sapiens,"('P61769', 'P04591')"
5NVV,Homo sapiens,"('Q15370', 'Q15369')"
5NVV,Homo sapiens,"('Q15370', 'P40337')"
5NVV,Homo sapiens,"('Q15369', 'P40337')"
5NVW,Homo sapiens,"('Q15370', 'Q15369')"
5NVW,Homo sapiens,"('Q15370', 'P40337')"
5NVW,Homo sapiens,"('Q15369', 'P40337')"
5NVX,Homo sapiens,"('Q15370', 'Q15369')"
5NVX,Homo sapiens,"('Q15370', 'P40337')"
5NVX,Homo sapiens,"('Q15369', 'P40337')"
5NVY,Homo sapiens,"('Q15370', 'Q15369')"
5NVY,Homo sapiens,"('Q15370', 'P40337')"
5NVY,Homo sapiens,"('Q15369', 'P40337')"
5NVZ,Homo sapiens,"('Q15370', 'Q15369')"
5NVZ,Homo sapiens,"('Q15370', 'P40337')"
5NVZ,Homo sapiens,"('Q15369', 'P40337')"
5NW0,Homo sapiens,"('Q15370', 'Q15369')"
5NW0,Homo sapiens,"('Q15370', 'P40337')"
5NW0,Homo sapiens,"('Q15369', 'P40337')"
5NW1,Homo sapiens,"('Q15370', 'Q15369')"
5NW1,Homo sapiens,"('Q15370', 'P40337')"
5NW1,Homo sapiens,"('Q15369', 'P40337')"
5NW2,Homo sapiens,"('Q15370', 'Q15369')"
5NW2,Homo sapiens,"('Q15370', 'P40337')"
5NW2,Homo sapiens,"('Q15369', 'P40337')"
5NW4,Homo sapiens,"('P40337', 'D0G6S1')"
5NW4,Homo sapiens,"('P40337', 'A0A0J9X293')"
5NW4,Homo sapiens,"('D0G6S1', 'A0A0J9X293')"
5O32,Homo sapiens,"('P01024', 'P08603')"
5O32,Homo sapiens,"('P01024', 'P05156')"
5O32,Homo sapiens,"('P08603', 'P05156')"
5OO6,Homo sapiens,"('Q09161', 'P52298')"
5OO6,Homo sapiens,"('Q09161', 'Q9BXP5')"
5OO6,Homo sapiens,"('P52298', 'Q9BXP5')"
5OOB,Homo sapiens,"('Q09161', 'P52298')"
5OOB,Homo sapiens,"('Q09161', 'L9KL62')"
5OOB,Homo sapiens,"('P52298', 'L9KL62')"
5SVE,Homo sapiens,"('Q08209', 'P63098')"
5SVE,Homo sapiens,"('Q08209', 'O95644')"
5SVE,Homo sapiens,"('P63098', 'O95644')"
5T5W,Homo sapiens,"('Q08334', 'Q8IU57')"
5T5W,Homo sapiens,"('Q08334', 'Q8IZI9')"
5T5W,Homo sapiens,"('Q8IU57', 'Q8IZI9')"
5T6Z,Homo sapiens,"('P01889', 'P61769')"
5T6Z,Homo sapiens,"('P01889', 'P43629')"
5T6Z,Homo sapiens,"('P61769', 'P43629')"
5T70,Homo sapiens,"('P01889', 'P61769')"
5T70,Homo sapiens,"('P01889', 'P43629')"
5T70,Homo sapiens,"('P61769', 'P43629')"
5TBY,Homo sapiens,"('P12883', 'P08590')"
5TBY,Homo sapiens,"('P12883', 'P10916')"
5TBY,Homo sapiens,"('P08590', 'P10916')"
5TUV,Homo sapiens,"('Q14186', 'Q15329')"
5TUV,Homo sapiens,"('Q14186', 'P28749')"
5TUV,Homo sapiens,"('Q15329', 'P28749')"
5U98,Homo sapiens,"('P61769', 'O00267')"
5U98,Homo sapiens,"('P61769', 'P01889')"
5U98,Homo sapiens,"('O00267', 'P01889')"
5UAN,Homo sapiens,"('P19793', 'P10826')"
5UAN,Homo sapiens,"('P19793', 'Q15596')"
5UAN,Homo sapiens,"('P10826', 'Q15596')"
5UDH,Homo sapiens,"('Q9Y4X5', 'P68036')"
5UDH,Homo sapiens,"('Q9Y4X5', 'P0CG48')"
5UDH,Homo sapiens,"('P68036', 'P0CG48')"
5UJ7,Homo sapiens,"('Q13415', 'O43929')"
5UJ7,Homo sapiens,"('Q13415', 'O43913')"
5UJ7,Homo sapiens,"('O43929', 'O43913')"
5UKK,Homo sapiens,"('P25098', 'P62873')"
5UKK,Homo sapiens,"('P25098', 'P59768')"
5UKK,Homo sapiens,"('P62873', 'P59768')"
5UKL,Homo sapiens,"('P25098', 'P62873')"
5UKL,Homo sapiens,"('P25098', 'P59768')"
5UKL,Homo sapiens,"('P62873', 'P59768')"
5ULH,Homo sapiens,"('P62837', 'P0CG47')"
5ULH,Homo sapiens,"('P62837', 'Q6ZSG1')"
5ULH,Homo sapiens,"('P0CG47', 'Q6ZSG1')"
5ULK,Homo sapiens,"('P62837', 'P0CG47')"
5ULK,Homo sapiens,"('P62837', 'Q6ZSG1')"
5ULK,Homo sapiens,"('P0CG47', 'Q6ZSG1')"
5UQ3,Homo sapiens,"('P24941', 'Q5MJ70')"
5UQ3,Homo sapiens,"('P24941', 'P46527')"
5UQ3,Homo sapiens,"('Q5MJ70', 'P46527')"
5UTZ,Homo sapiens,"('Q6GMX6', 'Q6IPQ0')"
5UTZ,Homo sapiens,"('Q6GMX6', 'P60568')"
5UTZ,Homo sapiens,"('Q6IPQ0', 'P60568')"
5V1Y,Homo sapiens,"('Q16186', 'P0CG47')"
5V1Y,Homo sapiens,"('Q16186', 'Q99460')"
5V1Y,Homo sapiens,"('P0CG47', 'Q99460')"
5V1Z,Homo sapiens,"('Q16186', 'P0CG47')"
5V1Z,Homo sapiens,"('Q16186', 'Q99460')"
5V1Z,Homo sapiens,"('P0CG47', 'Q99460')"
5V4B,Homo sapiens,"('P63208', 'Q969H0')"
5V4B,Homo sapiens,"('P63208', 'Q9NRI5')"
5V4B,Homo sapiens,"('Q969H0', 'Q9NRI5')"
5VEB,Homo sapiens,"('S6B291', 'P01834')"
5VEB,Homo sapiens,"('S6B291', 'P55285')"
5VEB,Homo sapiens,"('P01834', 'P55285')"
5VEY,Homo sapiens,"('P06899, P04908', 'P0CG47')"
5VEY,Homo sapiens,"('P06899, P04908', 'Q8NCN4')"
5VEY,Homo sapiens,"('P0CG47', 'Q8NCN4')"
5VGE,Homo sapiens,"('P10321', 'P61769')"
5VGE,Homo sapiens,"('P10321', 'P68431')"
5VGE,Homo sapiens,"('P61769', 'P68431')"
5VIY,Homo sapiens,"('P01834', 'S6B291')"
5VIY,Homo sapiens,"('P01834', 'Q8TCD0')"
5VIY,Homo sapiens,"('S6B291', 'Q8TCD0')"
5VL3,Homo sapiens,"('P20273', 'S6B291')"
5VL3,Homo sapiens,"('P20273', 'Q8TCD0')"
5VL3,Homo sapiens,"('S6B291', 'Q8TCD0')"
5VNF,Homo sapiens,"('Q15436', 'O95486')"
5VNF,Homo sapiens,"('Q15436', 'O08547')"
5VNF,Homo sapiens,"('O95486', 'O08547')"
5VNG,Homo sapiens,"('Q15436', 'O95486')"
5VNG,Homo sapiens,"('Q15436', 'O08547')"
5VNG,Homo sapiens,"('O95486', 'O08547')"
5VNH,Homo sapiens,"('Q15436', 'O95486')"
5VNH,Homo sapiens,"('Q15436', 'O08547')"
5VNH,Homo sapiens,"('O95486', 'O08547')"
5VNI,Homo sapiens,"('Q15436', 'O95486')"
5VNI,Homo sapiens,"('Q15436', 'O08547')"
5VNI,Homo sapiens,"('O95486', 'O08547')"
5VNJ,Homo sapiens,"('Q15436', 'O95486')"
5VNJ,Homo sapiens,"('Q15436', 'O08547')"
5VNJ,Homo sapiens,"('O95486', 'O08547')"
5VNK,Homo sapiens,"('Q15436', 'O95486')"
5VNK,Homo sapiens,"('Q15436', 'O08547')"
5VNK,Homo sapiens,"('O95486', 'O08547')"
5VZ5,Homo sapiens,"('P01889', 'P61769')"
5VZ5,Homo sapiens,"('P01889', 'Q9UM73')"
5VZ5,Homo sapiens,"('P61769', 'Q9UM73')"
5VZU,Homo sapiens,"('P63208', 'Q5XUX0')"
5VZU,Homo sapiens,"('P63208', 'P24385')"
5VZU,Homo sapiens,"('Q5XUX0', 'P24385')"
5VZW,Homo sapiens,"('P62837', 'P0CG47')"
5VZW,Homo sapiens,"('P62837', 'P36406')"
5VZW,Homo sapiens,"('P0CG47', 'P36406')"
5VZY,Homo sapiens,"('P0DOX5', 'Q0KKI6')"
5VZY,Homo sapiens,"('P0DOX5', 'P05067')"
5VZY,Homo sapiens,"('Q0KKI6', 'P05067')"
5W1V,Homo sapiens,"('P13747', 'P61769')"
5W1V,Homo sapiens,"('P13747', 'P16780')"
5W1V,Homo sapiens,"('P61769', 'P16780')"
5W1W,Homo sapiens,"('P13747', 'P61769')"
5W1W,Homo sapiens,"('P13747', 'P04439')"
5W1W,Homo sapiens,"('P61769', 'P04439')"
5W21,Homo sapiens,"('Q9UEF7', 'Q9GZV9')"
5W21,Homo sapiens,"('Q9UEF7', 'P11362')"
5W21,Homo sapiens,"('Q9GZV9', 'P11362')"
5WAI,Homo sapiens,"('Q09028', 'Q15022')"
5WAI,Homo sapiens,"('Q09028', 'Q6ZN18')"
5WAI,Homo sapiens,"('Q15022', 'Q6ZN18')"
5WBU,Homo sapiens,"('P42345', 'Q9BVC4')"
5WBU,Homo sapiens,"('P42345', 'Q96B36')"
5WBU,Homo sapiens,"('Q9BVC4', 'Q96B36')"
5WBY,Homo sapiens,"('P42345', 'Q9BVC4')"
5WBY,Homo sapiens,"('P42345', 'Q96B36')"
5WBY,Homo sapiens,"('Q9BVC4', 'Q96B36')"
5WKF,Homo sapiens,"('P04439', 'P61769')"
5WKF,Homo sapiens,"('P04439', 'A0A087WSZ9, K7N5N2')"
5WKF,Homo sapiens,"('P61769', 'A0A087WSZ9, K7N5N2')"
5WKH,Homo sapiens,"('P04439', 'P61769')"
5WKH,Homo sapiens,"('P04439', 'A0A087WSZ9, K7N5N2')"
5WKH,Homo sapiens,"('P61769', 'A0A087WSZ9, K7N5N2')"
5WKI,Homo sapiens,"('P29016', 'P61769')"
5WKI,Homo sapiens,"('P29016', 'A0A087WT03, Q6P4G7')"
5WKI,Homo sapiens,"('P61769', 'A0A087WT03, Q6P4G7')"
5WKP,Homo sapiens,"('Q9Y697', 'Q9HD34')"
5WKP,Homo sapiens,"('Q9Y697', 'Q9H1K1')"
5WKP,Homo sapiens,"('Q9HD34', 'Q9H1K1')"
5WLW,Homo sapiens,"('Q9Y697', 'Q9HD34')"
5WLW,Homo sapiens,"('Q9Y697', 'Q9H1K1')"
5WLW,Homo sapiens,"('Q9HD34', 'Q9H1K1')"
5WVO,Homo sapiens,"('P62979', 'P26358')"
5WVO,Homo sapiens,"('P62979', 'P68431')"
5WVO,Homo sapiens,"('P26358', 'P68431')"
5X60,Homo sapiens,"('O60341', 'Q9UKL0')"
5X60,Homo sapiens,"('O60341', 'P68431')"
5X60,Homo sapiens,"('Q9UKL0', 'P68431')"
5XAU,Homo sapiens,"('O15230', 'P07942')"
5XAU,Homo sapiens,"('O15230', 'P11047')"
5XAU,Homo sapiens,"('P07942', 'P11047')"
5XOT,Homo sapiens,"('P01889', 'P61769')"
5XOT,Homo sapiens,"('P01889', 'P04585')"
5XOT,Homo sapiens,"('P61769', 'P04585')"
5XOV,Homo sapiens,"('P04439', 'P61769')"
5XOV,Homo sapiens,"('P04439', 'P03407')"
5XOV,Homo sapiens,"('P61769', 'P03407')"
5XYF,Homo sapiens,"('Q9BSI4', 'Q15554')"
5XYF,Homo sapiens,"('Q9BSI4', 'Q96AP0')"
5XYF,Homo sapiens,"('Q15554', 'Q96AP0')"
5Y3R,Homo sapiens,"('P12956', 'P13010')"
5Y3R,Homo sapiens,"('P12956', 'P78527')"
5Y3R,Homo sapiens,"('P13010', 'P78527')"
5YXU,Homo sapiens,"('P27958', 'P04439')"
5YXU,Homo sapiens,"('P27958', 'P61769')"
5YXU,Homo sapiens,"('P04439', 'P61769')"
5Z12,Homo sapiens,"('Q96RI1', 'P19793')"
5Z12,Homo sapiens,"('Q96RI1', 'Q15596')"
5Z12,Homo sapiens,"('P19793', 'Q15596')"
5ZBU,Homo sapiens,"('P62837', 'O43567')"
5ZBU,Homo sapiens,"('P62837', 'P0CG47')"
5ZBU,Homo sapiens,"('O43567', 'P0CG47')"
6A5Y,Homo sapiens,"('Q96RI1', 'Q15788')"
6A5Y,Homo sapiens,"('Q96RI1', 'P19793')"
6A5Y,Homo sapiens,"('Q15788', 'P19793')"
6A5Z,Homo sapiens,"('Q96RI1', 'P19793')"
6A5Z,Homo sapiens,"('Q96RI1', 'Q15788')"
6A5Z,Homo sapiens,"('P19793', 'Q15788')"
6A60,Homo sapiens,"('Q96RI1', 'Q15788')"
6A60,Homo sapiens,"('Q96RI1', 'P19793')"
6A60,Homo sapiens,"('Q15788', 'P19793')"
6AL5,Homo sapiens,"('P15391', 'A8K008')"
6AL5,Homo sapiens,"('P15391', 'Q6P5S8')"
6AL5,Homo sapiens,"('A8K008', 'Q6P5S8')"
6ARU,Homo sapiens,"('P00533', 'Q8TCD0')"
6ARU,Homo sapiens,"('P00533', 'P0DOX5')"
6ARU,Homo sapiens,"('Q8TCD0', 'P0DOX5')"
6AT5,Homo sapiens,"('P01889', 'P61769')"
6AT5,Homo sapiens,"('P01889', 'P78358')"
6AT5,Homo sapiens,"('P61769', 'P78358')"
6AT9,Homo sapiens,"('Q9UM73', 'P04439')"
6AT9,Homo sapiens,"('Q9UM73', 'P61769')"
6AT9,Homo sapiens,"('P04439', 'P61769')"
6ATH,Homo sapiens,"('P24941', 'P46527')"
6ATH,Homo sapiens,"('P24941', 'P20248')"
6ATH,Homo sapiens,"('P46527', 'P20248')"
6ATI,Homo sapiens,"('P01903', 'A0A0A1I7H6')"
6ATI,Homo sapiens,"('P01903', 'P08670')"
6ATI,Homo sapiens,"('A0A0A1I7H6', 'P08670')"
6ATZ,Homo sapiens,"('P01903', 'A0A0A1I7H6')"
6ATZ,Homo sapiens,"('P01903', 'P02675')"
6ATZ,Homo sapiens,"('A0A0A1I7H6', 'P02675')"
6B1U,Homo sapiens,"('P54646', 'Q9Y478')"
6B1U,Homo sapiens,"('P54646', 'P54619')"
6B1U,Homo sapiens,"('Q9Y478', 'P54619')"
6B2E,Homo sapiens,"('P54646', 'O43741')"
6B2E,Homo sapiens,"('P54646', 'P54619')"
6B2E,Homo sapiens,"('O43741', 'P54619')"
6B4I,Homo sapiens,"('Q53GS7', 'O15504')"
6B4I,Homo sapiens,"('Q53GS7', 'Q9UMR2')"
6B4I,Homo sapiens,"('O15504', 'Q9UMR2')"
6B4J,Homo sapiens,"('Q53GS7', 'O15504')"
6B4J,Homo sapiens,"('Q53GS7', 'Q9UMR2')"
6B4J,Homo sapiens,"('O15504', 'Q9UMR2')"
6B7Z,Homo sapiens,"('P14735', 'P0DOX5')"
6B7Z,Homo sapiens,"('P14735', 'Q6GMX0')"
6B7Z,Homo sapiens,"('P0DOX5', 'Q6GMX0')"
6BF7,Homo sapiens,"('P14735', 'P0DOX5')"
6BF7,Homo sapiens,"('P14735', 'P0DOX7')"
6BF7,Homo sapiens,"('P0DOX5', 'P0DOX7')"
6BF9,Homo sapiens,"('P14735', 'P0DOX5')"
6BF9,Homo sapiens,"('P14735', 'P0DOX7')"
6BF9,Homo sapiens,"('P0DOX5', 'P0DOX7')"
6BFT,Homo sapiens,"('P0DOX5', 'P15692')"
6BFT,Homo sapiens,"('P0DOX5', 'Q8TCD0')"
6BFT,Homo sapiens,"('P15692', 'Q8TCD0')"
6BGT,Homo sapiens,"('P04626', 'Q7Z3Y4')"
6BGT,Homo sapiens,"('P04626', 'P0DOX5')"
6BGT,Homo sapiens,"('Q7Z3Y4', 'P0DOX5')"
6BIJ,Homo sapiens,"('P01903', 'P01911')"
6BIJ,Homo sapiens,"('P01903', 'P02675')"
6BIJ,Homo sapiens,"('P01911', 'P02675')"
6BIL,Homo sapiens,"('P01903', 'P01911')"
6BIL,Homo sapiens,"('P01903', 'P02675')"
6BIL,Homo sapiens,"('P01911', 'P02675')"
6BIN,Homo sapiens,"('P01903', 'P02458')"
6BIN,Homo sapiens,"('P01903', 'P01911')"
6BIN,Homo sapiens,"('P02458', 'P01911')"
6BIR,Homo sapiens,"('P01903', 'P01911')"
6BIR,Homo sapiens,"('P01903', 'P08670')"
6BIR,Homo sapiens,"('P01911', 'P08670')"
6BIV,Homo sapiens,"('P01903', 'P01911')"
6BIV,Homo sapiens,"('P01903', 'P49913')"
6BIV,Homo sapiens,"('P01911', 'P49913')"
6BIX,Homo sapiens,"('P01903', 'P01911')"
6BIX,Homo sapiens,"('P01903', 'P49913')"
6BIX,Homo sapiens,"('P01911', 'P49913')"
6BIY,Homo sapiens,"('P01903', 'P01911')"
6BIY,Homo sapiens,"('P01903', 'Q96A08')"
6BIY,Homo sapiens,"('P01911', 'Q96A08')"
6BIZ,Homo sapiens,"('P01903', 'P01911')"
6BIZ,Homo sapiens,"('P01903', 'Q8N257')"
6BIZ,Homo sapiens,"('P01911', 'Q8N257')"
6BN7,Homo sapiens,"('Q16531', 'Q96SW2')"
6BN7,Homo sapiens,"('Q16531', 'O60885')"
6BN7,Homo sapiens,"('Q96SW2', 'O60885')"
6BN8,Homo sapiens,"('Q16531', 'Q96SW2-2')"
6BN8,Homo sapiens,"('Q16531', 'O60885')"
